0.0 0
0.0131623 536
0.0131623 536
0.0263246 536
0.0263246 536
1.28152 1072
1.33023 1608
1.37893 2144
1.41584 2680
1.43944 3216
1.46455 3752
1.48815 4288
1.51175 4824
1.53535 5360
1.58255 5896
1.60615 6432
1.62975 6968
1.65335 7504
1.67695 8040
1.73595 8576
1.75955 9112
1.78315 9648
1.80675 10184
1.83035 10720
1.85395 11256
1.87755 11792
1.93655 12328
1.96015 12864
1.98375 13400
2.00735 13936
2.03095 14472
2.05455 15008
2.07815 15544
2.10175 16080
2.12535 16616
2.14895 17152
2.17255 17688
2.26695 18224
2.29055 18760
2.31415 19296
2.33775 19832
2.36135 20368
2.38495 20904
2.40855 21440
2.43215 21976
2.45575 22512
2.47935 23048
2.50295 23584
2.52655 24120
2.55015 24656
2.57375 25192
2.59735 25728
2.62095 26264
2.75075 26800
2.77435 27336
2.79795 27872
2.82155 28408
2.84515 28944
2.86875 29480
2.89235 30016
2.91595 30552
2.94003 31088
2.96315 31624
3.17046 32160
3.1937 32696
3.25174 33232
3.30978 33768
3.36782 34304
3.39046 34840
3.4485 35376
3.50654 35912
3.52918 36448
3.58722 36984
3.64526 37520
3.6679 38056
3.69054 38592
3.74858 39128
3.77122 39664
3.82926 40200
3.8519 40736
3.87454 41272
3.93258 41808
3.95522 42344
3.97786 42880
4.0359 43416
4.09394 43952
4.11658 44488
4.13922 45024
4.16186 45560
4.2199 46096
4.24254 46632
4.26518 47168
4.32322 47704
4.34586 48240
4.4039 48776
4.42654 49312
4.44918 49848
4.50722 50384
4.52986 50920
4.5525 51456
4.57514 51992
4.63318 52528
4.69122 53064
4.71386 53600
4.7365 54136
4.75914 54672
4.78178 55208
4.80442 55744
4.86246 56280
4.8851 56816
4.90774 57352
4.96578 57888
4.98842 58424
5.04646 58960
5.0691 59496
5.09174 60032
5.14995 60568
5.17259 60568
5.17259 8704
7.14983 8737
7.17343 8769
7.23243 8801
7.25603 8833
7.27963 8865
7.30323 8897
7.52635 8929
8.35198 8961
8.37559 8993
8.43459 9024
8.48895 9055
8.51255 9086
8.57011 9117
8.62831 9117
8.62831 4020
10.2179 4091
10.2415 4161
10.2887 4230
10.5005 4297
11.3977 4363
11.4213 4428
11.4567 4492
11.5742 4555
12.0816 4618
12.1052 4680
12.1288 4741
12.1524 4801
12.412 4860
12.4356 4919
12.4592 4977
12.4828 5034
12.8604 5091
12.884 5147
12.9076 5202
12.9312 5257
13.143 5311
13.356 5365
13.3796 5418
13.4032 5471
13.4268 5523
13.8274 5575
13.8398 5626
13.8634 5677
13.887 5727
13.9106 5777
14.1224 5826
14.3354 5875
14.359 5923
14.3826 5971
14.4062 6019
14.618 6066
14.8186 6113
14.8546 6159
14.8782 6205
14.9018 6251
14.9254 6296
15.1372 6341
15.3378 6386
15.3856 6430
15.4092 6474
15.4328 6518
15.4564 6562
15.6682 6605
15.8688 6648
15.9048 6691
15.9284 6733
15.952 6775
15.9756 6817
15.9992 6859
16.3998 6900
16.4476 6941
16.4712 6982
16.4948 7023
16.5184 7063
16.542 7103
16.7538 7143
17.0022 7183
17.0258 7222
17.0494 7261
17.073 7300
17.0966 7339
17.1202 7378
17.5208 7416
17.5922 7454
17.6158 7492
17.6394 7530
17.663 7568
17.6866 7605
17.7102 7642
18.1586 7679
18.1822 7716
18.2058 7753
18.2294 7790
18.253 7826
18.2766 7862
18.3002 7898
18.7604 7934
18.784 7970
18.8076 8006
18.8312 8041
18.8548 8076
18.8784 8111
18.902 8146
19.374 8181
19.3976 8216
19.4212 8250
19.4448 8284
19.4684 8318
19.492 8352
19.5156 8386
19.7274 8420
19.9994 8454
20.023 8487
20.0466 8520
20.0702 8553
20.0938 8586
20.1174 8619
20.141 8652
20.5534 8685
20.6366 8718
20.6602 8750
20.6838 8782
20.7074 8814
20.731 8846
20.7546 8878
20.7782 8910
20.99 8942
21.262 8974
21.2856 9006
21.3092 9037
21.3328 9068
21.3564 9099
21.38 9130
21.4036 9161
21.6154 9192
21.8278 9223
21.911 9254
21.9346 9285
21.9582 9315
21.9818 9345
22.0054 9375
22.029 9405
22.0526 9435
22.2644 9465
22.465 9495
22.5718 9525
22.5954 9555
22.619 9585
22.6426 9614
22.6662 9643
22.6898 9672
22.7134 9701
22.9252 9730
23.1376 9759
23.2444 9788
23.268 9817
23.2916 9846
23.3152 9875
23.3388 9904
23.3624 9933
23.386 9961
23.4096 9989
23.8102 10017
23.917 10045
23.9406 10073
23.9642 10101
23.9878 10129
24.0114 10157
24.035 10185
24.0586 10213
24.0822 10241
24.294 10269
24.6014 10296
24.625 10323
24.6486 10350
24.6722 10377
24.6958 10404
24.7194 10431
24.743 10458
24.7666 10485
24.7907 10512
25.2026 10539
25.3094 10566
25.333 10593
25.3566 10620
25.3802 10647
25.4038 10673
25.4274 10699
25.451 10725
25.4746 10751
25.51 10777
26.0174 10803
26.041 10829
